x,y,label
18,29,0
26,22,0
22,8,0
6,35,0
9,6,0
36,20,0
20,28,0
14,11,0
42,18,0
9,8,0
24,24,0
36,23,0
21,30,0
9,5,0
22,19,0
8,8,0
22,21,0
25,21,0
40,19,0
16,8,0
21,31,0
23,21,0
24,17,0
19,28,0
6,9,0
16,9,0
37,18,0
27,23,0
28,24,0
20,32,0
23,16,0
26,31,0
28,24,0
23,23,0
25,18,0
24,23,0
10,34,0
5,37,0
11,9,0
18,9,0
10,5,0
18,7,0
9,35,0
19,31,0
30,16,0
38,23,0
18,8,0
10,7,0
11,34,0
19,29,0
24,21,0
7,36,0
42,20,0
13,36,0
29,16,0
26,17,0
23,8,0
26,21,0
19,12,0
8,35,0
12,6,0
37,19,0
9,7,0
10,36,0
12,7,0
25,20,0
22,16,0
21,11,0
3,36,0
37,24,0
43,21,0
20,31,0
24,24,0
18,30,0
10,35,0
13,6,0
10,37,0
19,32,0
17,9,0
30,15,0
10,6,0
38,25,0
32,19,0
15,7,0
20,27,0
25,32,0
5,8,0
23,20,0
9,36,0
18,10,0
36,19,0
16,8,0
14,10,0
19,9,0
11,36,0
7,35,0
26,18,0
23,19,0
24,22,0
40,20,0
22,4,1
34,15,1
21,1,1
31,5,1
27,4,1
33,4,1
27,57,1
24,0,1
31,4,1
28,7,1
23,0,1
24,2,1
32,11,1
33,2,1
34,62,1
33,11,1
31,58,1
35,15,1
32,63,1
26,7,1
22,2,1
37,16,1
24,3,1
27,5,1
23,4,1
31,57,1
30,6,1
28,5,1
31,0,1
24,4,1
38,14,1
31,10,1
33,0,1
20,0,1
21,3,1
28,61,1
20,3,1
36,15,1
30,59,1
33,63,1
33,5,1
31,12,1
27,57,1
38,15,1
36,12,1
20,3,1
27,59,1
28,60,1
26,4,1
32,4,1
32,1,1
26,58,1
31,63,1
29,7,1
22,61,1
28,59,1
21,63,1
21,2,1
33,17,1
29,6,1
23,60,1
37,14,1
28,8,1
25,57,1
21,61,1
24,8,1
21,2,1
36,13,1
38,13,1
37,15,1
32,12,1
34,18,1
24,3,1
22,62,1
31,3,1
19,59,1
24,6,1
34,62,1
37,14,1
20,4,1
34,0,1
38,1,1
34,61,1
35,59,1
28,58,1
23,3,1
22,1,1
23,1,1
27,60,1
34,16,1
36,16,1
25,2,1
28,6,1
34,11,1
32,5,1
27,6,1
30,4,1
34,63,1
33,16,1
32,0,1
60,37,2
59,33,2
12,51,2
58,33,2
4,59,2
9,4,2
61,34,2
45,29,2
8,4,2
15,49,2
7,63,2
57,33,2
9,21,2
13,52,2
13,50,2
4,22,2
14,51,2
16,48,2
43,31,2
7,18,2
15,48,2
13,49,2
4,62,2
14,50,2
7,23,2
16,52,2
17,49,2
63,32,2
12,19,2
11,20,2
42,30,2
9,4,2
6,19,2
4,61,2
4,60,2
6,5,2
59,37,2
57,34,2
44,28,2
4,27,2
9,19,2
58,34,2
4,62,2
1,32,2
5,23,2
59,34,2
59,36,2
6,20,2
7,6,2
10,20,2
61,35,2
42,26,2
17,50,2
61,36,2
43,29,2
14,49,2
7,2,2
8,3,2
62,30,2
15,51,2
7,21,2
17,49,2
0,33,2
15,50,2
4,60,2
43,30,2
0,30,2
9,61,2
60,36,2
10,19,2
15,48,2
7,20,2
14,53,2
56,32,2
62,34,2
57,36,2
22,53,2
8,22,2
58,35,2
58,32,2
56,34,2
6,22,2
59,32,2
16,47,2
60,34,2
3,10,2
5,19,2
7,4,2
54,35,2
43,28,2
55,35,2
12,20,2
8,21,2
14,48,2
0,31,2
63,30,2
57,32,2
63,31,2
8,22,2
7,22,2
21,42,3
20,45,3
36,48,3
38,59,3
20,43,3
39,50,3
41,42,3
33,56,3
21,38,3
35,39,3
24,37,3
44,40,3
36,59,3
43,41,3
19,40,3
37,53,3
28,46,3
37,60,3
21,39,3
38,61,3
36,54,3
36,55,3
42,37,3
36,58,3
38,54,3
36,57,3
40,52,3
27,47,3
35,55,3
22,38,3
37,46,3
34,57,3
40,53,3
37,52,3
21,45,3
41,54,3
22,44,3
38,48,3
17,45,3
36,41,3
38,38,3
20,36,3
21,35,3
22,40,3
39,51,3
34,56,3
36,56,3
37,58,3
26,45,3
42,55,3
41,51,3
41,41,3
27,43,3
40,38,3
37,56,3
23,37,3
35,49,3
39,47,3
36,37,3
43,48,3
32,37,3
40,50,3
39,41,3
38,36,3
27,45,3
40,51,3
36,52,3
18,41,3
37,54,3
37,60,3
23,38,3
23,40,3
37,37,3
38,56,3
39,54,3
34,38,3
44,41,3
39,58,3
35,57,3
24,39,3
36,38,3
23,39,3
33,55,3
40,35,3
35,58,3
22,37,3
40,42,3
36,40,3
22,39,3
20,44,3
20,40,3
36,39,3
21,43,3
41,38,3
40,41,3
33,38,3
32,53,3
38,47,3
36,53,3
35,56,3
