x,y,label
38,11,0
49,32,0
39,21,0
32,15,0
51,31,0
48,31,0
51,34,0
53,33,0
31,17,0
38,12,0
23,23,0
37,13,0
24,28,0
37,23,0
30,17,0
33,15,0
34,10,0
38,13,0
33,13,0
31,13,0
25,24,0
23,27,0
31,11,0
52,38,0
23,24,0
50,31,0
27,24,0
52,32,0
37,23,0
35,20,0
49,29,0
51,31,0
52,35,0
29,20,0
49,36,0
39,12,0
40,21,0
37,14,0
32,11,0
31,18,0
21,29,0
32,14,0
34,18,0
35,18,0
53,35,0
55,32,0
31,16,0
50,38,0
53,32,0
26,24,0
32,19,0
32,12,0
36,24,0
52,33,0
36,21,0
36,22,0
49,30,0
47,31,0
30,18,0
32,18,0
54,35,0
37,22,0
23,26,0
31,14,0
54,29,0
35,14,0
34,19,0
23,21,0
33,11,0
22,28,0
35,19,0
39,13,0
52,36,0
39,14,0
36,16,0
36,23,0
24,28,0
24,23,0
25,22,0
22,27,0
31,19,0
34,13,0
50,29,0
35,15,0
21,26,0
36,17,0
48,30,0
24,22,0
25,25,0
49,31,0
54,32,0
35,23,0
32,13,0
48,31,0
53,32,0
38,19,0
48,32,0
52,31,0
50,32,0
35,17,0
55,19,1
58,8,1
54,1,1
52,1,1
51,13,1
47,28,1
57,20,1
56,11,1
50,5,1
47,26,1
50,60,1
51,55,1
50,9,1
57,18,1
54,2,1
45,26,1
50,13,1
52,63,1
49,0,1
45,24,1
53,10,1
43,25,1
51,6,1
52,53,1
45,26,1
57,21,1
48,25,1
60,18,1
46,25,1
55,1,1
52,4,1
54,20,1
51,12,1
42,27,1
48,26,1
50,0,1
43,26,1
53,18,1
53,8,1
53,15,1
52,10,1
56,20,1
55,11,1
42,25,1
53,9,1
59,19,1
48,5,1
51,17,1
50,6,1
49,14,1
53,20,1
54,17,1
53,19,1
59,9,1
53,7,1
52,14,1
51,54,1
55,18,1
46,26,1
51,14,1
54,8,1
47,29,1
47,28,1
48,27,1
60,17,1
52,54,1
42,26,1
52,0,1
47,23,1
50,16,1
51,3,1
51,16,1
56,2,1
61,19,1
52,16,1
49,9,1
56,21,1
52,18,1
60,19,1
50,14,1
51,10,1
56,19,1
51,63,1
57,17,1
50,62,1
54,10,1
52,15,1
49,3,1
55,2,1
44,26,1
49,4,1
53,63,1
51,58,1
51,0,1
53,0,1
46,28,1
55,3,1
49,5,1
52,13,1
57,22,1
61,45,2
4,57,2
58,53,2
61,37,2
61,47,2
63,52,2
7,54,2
57,54,2
10,31,2
0,38,2
59,38,2
55,41,2
57,48,2
9,51,2
14,58,2
9,49,2
62,47,2
8,49,2
18,60,2
0,44,2
15,58,2
16,58,2
63,50,2
4,30,2
17,58,2
20,59,2
57,49,2
16,57,2
10,32,2
62,35,2
9,45,2
13,39,2
1,44,2
7,46,2
60,46,2
61,50,2
16,56,2
10,46,2
54,41,2
55,43,2
9,32,2
57,52,2
54,42,2
6,54,2
11,48,2
8,55,2
8,32,2
8,57,2
61,43,2
63,36,2
1,42,2
0,33,2
3,31,2
57,51,2
59,37,2
61,46,2
61,48,2
57,53,2
59,44,2
55,40,2
18,58,2
10,32,2
17,59,2
55,41,2
60,38,2
62,49,2
63,49,2
59,42,2
8,56,2
0,51,2
60,43,2
11,33,2
9,56,2
1,49,2
20,60,2
10,47,2
0,43,2
8,53,2
0,36,2
14,56,2
14,57,2
15,59,2
1,43,2
60,42,2
6,51,2
5,57,2
19,59,2
0,42,2
9,57,2
60,48,2
15,38,2
6,55,2
63,51,2
62,38,2
9,58,2
56,42,2
60,50,2
10,57,2
13,38,2
7,55,2
0,6,3
9,27,3
19,3,3
12,14,3
61,58,3
2,3,3
62,10,3
11,0,3
62,5,3
63,18,3
0,17,3
18,4,3
9,10,3
9,29,3
10,0,3
0,11,3
11,2,3
63,11,3
59,57,3
3,12,3
13,2,3
63,17,3
60,58,3
10,20,3
14,24,3
63,7,3
58,15,3
12,1,3
63,5,3
9,28,3
6,13,3
11,28,3
0,5,3
62,11,3
18,7,3
11,21,3
11,19,3
62,13,3
16,2,3
10,26,3
9,19,3
61,15,3
61,5,3
16,24,3
8,11,3
5,26,3
58,12,3
12,3,3
60,8,3
62,4,3
11,12,3
15,24,3
13,19,3
2,11,3
15,25,3
17,3,3
16,2,3
0,10,3
11,13,3
62,6,3
60,7,3
16,2,3
60,7,3
0,7,3
1,9,3
60,3,3
9,28,3
2,13,3
59,13,3
61,11,3
63,9,3
8,26,3
9,11,3
60,3,3
11,1,3
0,4,3
12,2,3
9,26,3
12,21,3
61,13,3
12,20,3
0,1,3
1,11,3
20,2,3
62,56,3
59,14,3
10,19,3
12,16,3
10,12,3
61,14,3
8,10,3
13,14,3
59,8,3
1,12,3
16,0,3
62,14,3
9,20,3
11,25,3
61,10,3
1,13,3
