x,y,label
36,4,0
27,20,0
18,14,0
29,36,0
19,16,0
22,17,0
27,21,0
11,4,0
25,61,0
24,61,0
26,17,0
19,14,0
19,15,0
31,36,0
13,5,0
16,6,0
28,63,0
27,1,0
21,23,0
27,61,0
24,22,0
24,23,0
36,5,0
33,9,0
24,52,0
13,4,0
25,60,0
25,21,0
23,10,0
26,19,0
25,62,0
35,5,0
27,62,0
23,18,0
24,24,0
19,17,0
12,6,0
18,17,0
12,5,0
37,5,0
25,39,1
12,59,1
32,57,1
22,31,1
10,2,1
24,30,1
14,59,1
12,38,1
5,55,1
24,31,1
21,22,1
10,63,1
20,45,1
26,39,1
22,39,1
6,55,1
24,39,1
12,3,1
22,38,1
13,63,1
13,38,1
25,20,1
11,3,1
12,26,1
16,2,1
17,2,1
12,25,1
12,0,1
23,37,1
25,32,1
10,55,1
15,2,1
21,38,1
12,2,1
12,62,1
9,55,1
13,61,1
23,38,1
11,63,1
10,1,1
30,49,2
22,10,2
34,43,2
33,1,2
27,4,2
28,4,2
25,0,2
30,46,2
33,2,2
27,50,2
29,49,2
29,3,2
33,45,2
22,0,2
34,58,2
33,43,2
30,43,2
20,3,2
31,48,2
35,39,2
33,59,2
26,45,2
11,61,2
24,1,2
34,44,2
11,59,2
30,59,2
27,3,2
22,9,2
27,39,2
29,8,2
35,44,2
23,23,2
31,60,2
22,2,2
10,59,2
23,9,2
30,48,2
28,9,2
11,62,2
33,11,3
36,11,3
27,6,3
21,3,3
29,13,3
33,42,3
24,6,3
26,5,3
15,54,3
25,3,3
15,55,3
28,3,3
15,56,3
24,8,3
25,7,3
25,11,3
26,6,3
23,11,3
27,12,3
25,9,3
32,16,3
29,12,3
26,10,3
17,14,3
25,10,3
28,5,3
26,11,3
14,57,3
19,12,3
34,12,3
27,44,3
33,3,3
12,49,3
28,44,3
13,56,3
32,2,3
17,17,3
24,3,3
26,9,3
24,9,3
24,12,4
31,4,4
16,5,4
15,8,4
18,11,4
16,20,4
16,7,4
18,19,4
26,18,4
46,22,4
23,13,4
16,8,4
11,13,4
11,11,4
25,18,4
27,15,4
29,18,4
12,14,4
47,19,4
45,18,4
18,20,4
21,19,4
20,20,4
21,12,4
23,12,4
30,5,4
26,15,4
30,17,4
20,13,4
11,15,4
30,18,4
22,13,4
12,12,4
14,8,4
46,19,4
29,17,4
12,10,4
17,6,4
47,22,4
44,20,4
16,22,5
33,27,5
38,34,5
17,22,5
30,28,5
10,52,5
38,28,5
20,34,5
22,35,5
16,13,5
30,23,5
18,24,5
43,16,5
26,14,5
38,27,5
15,24,5
16,10,5
35,32,5
36,31,5
32,35,5
36,36,5
29,31,5
37,32,5
29,22,5
15,14,5
14,10,5
28,35,5
29,35,5
14,25,5
27,30,5
28,31,5
39,37,5
31,33,5
23,34,5
17,12,5
37,30,5
33,34,5
40,30,5
37,37,5
22,15,5
7,49,6
26,34,6
6,51,6
17,59,6
29,56,6
14,26,6
15,47,6
15,63,6
28,33,6
7,48,6
16,0,6
17,60,6
10,53,6
27,58,6
35,31,6
16,48,6
10,51,6
16,59,6
9,53,6
30,57,6
17,9,6
7,46,6
7,47,6
6,48,6
28,59,6
6,49,6
21,62,6
26,57,6
27,59,6
22,61,6
18,59,6
24,57,6
15,0,6
22,56,6
16,51,6
14,47,6
16,50,6
22,57,6
15,62,6
15,50,6
19,31,7
23,25,7
20,31,7
12,32,7
27,37,7
18,26,7
17,34,7
14,28,7
12,31,7
15,27,7
13,3,7
19,36,7
10,48,7
13,1,7
16,26,7
22,29,7
13,37,7
20,30,7
17,27,7
14,33,7
11,30,7
12,27,7
16,28,7
26,36,7
16,34,7
10,27,7
11,26,7
16,35,7
16,29,7
23,27,7
24,26,7
17,26,7
11,31,7
13,36,7
21,31,7
25,34,7
34,6,7
20,36,7
25,37,7
22,27,7
12,40,8
11,35,8
9,4,8
7,5,8
11,40,8
10,35,8
7,32,8
11,39,8
6,40,8
11,36,8
9,38,8
8,35,8
4,33,8
8,40,8
9,37,8
8,39,8
10,40,8
12,34,8
6,4,8
7,41,8
9,34,8
9,5,8
6,32,8
9,40,8
10,38,8
11,38,8
8,5,8
9,39,8
8,34,8
8,4,8
6,34,8
10,39,8
7,40,8
8,36,8
10,36,8
9,36,8
7,4,8
11,37,8
10,34,8
10,37,8
17,41,9
13,43,9
14,43,9
15,38,9
10,43,9
13,45,9
16,43,9
20,48,9
21,41,9
21,51,9
20,41,9
9,42,9
14,41,9
11,43,9
11,42,9
20,51,9
15,37,9
13,44,9
17,53,9
20,40,9
15,41,9
14,42,9
12,45,9
21,48,9
19,48,9
18,40,9
18,54,9
16,38,9
11,44,9
22,54,9
10,45,9
7,44,9
7,43,9
9,46,9
13,42,9
21,52,9
18,42,9
12,44,9
12,47,9
20,49,9
5,9,10
7,61,10
7,1,10
8,57,10
6,62,10
6,57,10
6,58,10
11,57,10
7,2,10
10,8,10
5,11,10
6,10,10
5,62,10
10,9,10
7,63,10
9,61,10
8,63,10
7,9,10
8,0,10
7,59,10
7,60,10
9,58,10
6,9,10
7,62,10
8,59,10
8,1,10
7,0,10
10,7,10
12,8,10
8,60,10
6,11,10
10,57,10
6,1,10
8,2,10
6,63,10
11,8,10
6,61,10
8,9,10
8,62,10
5,10,10
3,24,11
4,30,11
3,25,11
3,31,11
4,22,11
2,32,11
5,24,11
5,28,11
4,23,11
6,22,11
2,25,11
5,22,11
2,23,11
5,26,11
2,26,11
7,24,11
3,26,11
4,25,11
3,27,11
6,24,11
63,30,11
5,21,11
5,30,11
2,27,11
4,28,11
5,23,11
63,31,11
6,23,11
6,25,11
6,26,11
2,31,11
7,23,11
7,25,11
5,29,11
62,28,11
5,27,11
6,21,11
4,26,11
5,25,11
4,29,11
3,3,12
6,53,12
63,10,12
1,11,12
0,22,12
59,9,12
4,7,12
62,37,12
61,39,12
4,57,12
3,61,12
6,7,12
60,7,12
5,45,12
3,11,12
4,6,12
0,37,12
3,10,12
7,53,12
0,40,12
4,47,12
5,7,12
2,8,12
2,10,12
2,11,12
3,62,12
2,44,12
5,46,12
7,7,12
5,6,12
3,7,12
4,49,12
8,7,12
4,45,12
63,21,12
2,12,12
0,55,12
3,6,12
4,60,12
1,40,12
8,11,13
4,19,13
7,17,13
6,15,13
6,18,13
2,20,13
2,15,13
3,19,13
6,13,13
5,19,13
4,16,13
6,19,13
4,13,13
9,11,13
6,17,13
3,17,13
8,13,13
5,14,13
8,14,13
3,20,13
3,14,13
5,13,13
6,16,13
6,14,13
4,17,13
2,16,13
9,14,13
5,17,13
5,18,13
3,18,13
2,21,13
9,13,13
7,16,13
0,22,13
7,13,13
7,18,13
5,16,13
8,12,13
4,15,13
7,14,13
9,18,14
9,30,14
12,17,14
9,32,14
14,21,14
8,28,14
10,19,14
13,17,14
14,16,14
7,29,14
12,23,14
8,29,14
13,16,14
7,15,14
8,21,14
10,23,14
9,23,14
12,20,14
7,30,14
7,28,14
10,21,14
8,27,14
14,22,14
9,31,14
13,23,14
13,19,14
14,20,14
13,20,14
11,18,14
12,22,14
13,22,14
11,22,14
11,19,14
9,16,14
8,20,14
15,17,14
13,21,14
10,22,14
9,24,14
9,22,14
