x,y,label
41,54,0
35,57,0
32,53,0
33,52,0
39,35,0
34,52,0
58,31,0
37,62,0
35,55,0
44,36,0
40,54,0
33,53,0
30,24,0
40,35,0
46,35,0
37,58,0
38,61,0
37,59,0
30,25,0
33,57,0
41,60,0
35,52,0
38,35,0
33,56,0
41,0,0
42,38,0
34,53,0
40,38,0
40,55,0
53,28,0
40,34,0
35,56,0
38,52,0
41,53,0
40,37,0
40,61,0
36,56,0
28,47,0
32,54,0
40,0,0
39,9,1
36,14,1
28,13,1
33,6,1
28,52,1
34,15,1
34,16,1
32,7,1
29,11,1
38,17,1
30,10,1
29,51,1
38,9,1
36,16,1
25,14,1
28,12,1
26,13,1
25,13,1
29,13,1
24,12,1
37,6,1
37,7,1
39,10,1
36,15,1
30,13,1
47,33,1
36,10,1
25,12,1
34,22,1
34,10,1
38,6,1
27,12,1
39,8,1
29,10,1
38,8,1
37,14,1
30,9,1
27,52,1
23,12,1
24,13,1
56,36,2
30,52,2
30,54,2
50,58,2
32,49,2
32,20,2
44,61,2
34,12,2
55,36,2
39,57,2
34,19,2
54,38,2
39,59,2
41,58,2
29,52,2
34,17,2
32,52,2
31,48,2
30,50,2
58,36,2
33,21,2
34,21,2
29,53,2
32,23,2
40,60,2
32,19,2
48,3,2
33,13,2
32,50,2
57,33,2
41,59,2
37,55,2
47,36,2
34,18,2
31,50,2
40,58,2
33,14,2
37,54,2
40,57,2
29,54,2
30,18,3
31,19,3
29,23,3
29,21,3
37,31,3
31,20,3
35,28,3
33,23,3
30,20,3
34,23,3
34,25,3
46,61,3
30,46,3
32,46,3
37,26,3
33,24,3
31,18,3
30,17,3
38,31,3
31,47,3
37,28,3
35,27,3
35,25,3
37,53,3
37,29,3
54,37,3
34,24,3
35,26,3
38,28,3
31,21,3
38,30,3
45,61,3
29,22,3
29,17,3
31,46,3
36,29,3
29,49,3
36,30,3
29,20,3
33,20,3
28,15,4
55,48,4
39,21,4
31,16,4
32,16,4
27,15,4
42,20,4
32,18,4
44,26,4
32,26,4
32,15,4
32,17,4
25,24,4
38,42,4
45,39,4
42,27,4
44,41,4
31,17,4
33,28,4
45,41,4
26,16,4
29,24,4
35,3,4
37,43,4
35,43,4
56,47,4
46,40,4
47,39,4
42,28,4
36,43,4
36,24,4
30,15,4
37,23,4
37,24,4
38,24,4
33,27,4
26,15,4
28,25,4
44,29,4
34,3,4
53,45,5
