x,y,label
53,16,0
8,59,0
1,0,0
62,3,0
39,22,0
35,29,0
61,33,0
27,44,0
48,42,0
27,28,0
9,38,0
17,58,0
47,47,0
0,9,0
46,53,0
43,18,0
54,49,0
53,59,0
39,27,0
6,27,0
11,29,0
49,13,0
36,7,0
19,3,0
41,4,0
62,29,0
11,13,0
23,59,0
60,28,0
60,15,0
50,36,0
42,54,0
41,63,0
30,8,0
39,40,0
59,45,0
3,42,0
44,51,0
40,24,0
10,30,0
23,63,1
0,0,1
43,25,1
45,9,1
33,4,1
9,31,1
23,50,1
12,49,1
20,33,1
11,9,1
9,14,1
37,33,1
22,37,1
29,56,1
16,61,1
8,37,1
2,2,1
42,42,1
50,50,1
28,12,1
37,13,1
48,34,1
37,6,1
24,45,1
1,63,1
4,39,1
22,52,1
11,31,1
13,55,1
12,3,1
37,28,1
21,63,1
50,53,1
4,5,1
38,1,1
43,45,1
16,32,1
57,0,1
34,10,1
23,15,1
55,1,2
17,10,2
21,4,2
54,14,2
47,6,2
1,61,2
46,30,2
57,20,2
48,0,2
21,57,2
17,44,2
36,20,2
42,37,2
44,32,2
24,37,2
18,2,2
63,15,2
57,25,2
14,37,2
46,22,2
4,59,2
4,14,2
51,43,2
59,13,2
3,11,2
39,46,2
59,28,2
13,40,2
60,4,2
17,43,2
14,63,2
14,44,2
32,17,2
6,61,2
9,63,2
59,32,2
20,62,2
28,29,2
60,44,2
36,18,2
52,62,3
0,11,3
42,58,3
48,18,3
13,38,3
47,8,3
13,0,3
22,53,3
34,47,3
15,58,3
37,20,3
40,56,3
19,18,3
18,7,3
60,10,3
10,1,3
41,56,3
40,44,3
19,58,3
37,49,3
15,32,3
28,16,3
49,6,3
13,17,3
42,34,3
39,62,3
51,25,3
7,15,3
47,23,3
60,38,3
11,30,3
13,60,3
42,30,3
61,28,3
63,6,3
13,15,3
57,27,3
3,23,3
38,7,3
42,32,3
17,51,4
26,51,4
46,24,4
57,45,4
57,17,4
2,47,4
25,53,4
5,24,4
10,37,4
47,48,4
59,33,4
12,38,4
53,32,4
10,61,4
62,31,4
0,2,4
61,57,4
47,1,4
30,56,4
7,56,4
56,43,4
45,12,4
46,56,4
59,59,4
19,52,4
8,18,4
17,49,4
11,23,4
58,42,4
1,55,4
23,32,4
52,27,4
46,16,4
11,34,4
56,26,4
54,11,4
3,36,4
17,15,4
54,15,4
11,52,4
16,41,5
7,31,5
48,36,5
2,41,5
26,6,5
55,54,5
56,35,5
63,2,5
31,8,5
61,61,5
20,58,5
15,31,5
11,33,5
62,58,5
59,12,5
13,29,5
38,18,5
37,25,5
36,62,5
50,58,5
39,5,5
42,49,5
38,22,5
11,18,5
59,50,5
36,63,5
10,62,5
22,36,5
36,22,5
28,38,5
43,37,5
9,21,5
54,51,5
17,41,5
55,61,5
11,44,5
27,11,5
53,52,5
49,62,5
15,41,5
46,19,6
49,33,6
34,29,6
36,24,6
23,57,6
34,38,6
11,59,6
63,41,6
61,59,6
4,15,6
44,6,6
25,49,6
34,18,6
40,35,6
49,56,6
63,9,6
61,29,6
54,44,6
58,49,6
18,12,6
55,29,6
42,56,6
28,54,6
8,29,6
48,55,6
18,28,6
29,46,6
42,31,6
56,53,6
18,44,6
60,36,6
