0.119202,0.136188,1
0.102484,0.086120,1
0.076624,0.052086,1
0.105198,0.102285,1
0.037640,0.072652,1
0.122026,0.123883,1
0.108117,0.126161,1
0.132457,0.116316,1
0.105450,0.177274,1
0.083205,0.057737,1
0.114240,0.063683,1
0.070962,0.071952,1
0.069537,0.087766,1
0.093302,0.094890,1
0.125164,0.123333,1
0.184701,0.165272,1
0.119063,0.170961,1
0.115706,0.127885,1
0.070427,0.054602,1
0.120468,0.178133,1
0.113396,0.116437,1
0.122356,0.049071,1
0.098951,0.052007,1
0.072477,0.167222,1
0.056714,0.150382,1
0.112537,0.112794,1
0.158648,0.146948,1
0.125636,0.099409,1
0.043422,0.162120,1
0.066056,0.028426,1
0.105299,0.096672,1
0.001417,0.137669,1
0.127720,0.055142,1
0.066285,0.051979,1
0.116440,0.221224,1
0.123719,0.061769,1
0.076761,0.099140,1
0.146250,0.134576,1
0.115418,0.090431,1
0.148411,0.035924,1
0.052220,0.174625,1
0.190661,0.098376,1
0.104057,0.073779,1
0.164258,0.063941,1
0.116078,0.170520,1
0.088542,0.130437,1
0.142873,0.074256,1
0.155112,0.058565,1
0.074177,0.104012,1
0.124684,0.097453,1
0.069951,0.043503,1
0.129148,0.131189,1
0.049962,0.128155,1
0.134135,0.171022,1
0.028149,0.089641,1
0.082213,0.149978,1
0.159537,0.098275,1
0.067818,0.101012,1
0.000000,0.084507,1
0.022924,0.152674,1
0.041605,0.116778,1
0.106065,0.137072,1
0.068929,0.067792,1
0.089030,0.075130,1
0.123090,0.135142,1
0.102531,0.065243,1
0.160337,0.076081,1
0.084810,0.138465,1
0.108598,0.083954,1
0.113955,0.070707,1
0.103200,0.110084,1
0.077225,0.052261,1
0.129365,0.106676,1
0.162731,0.088877,1
0.056494,0.090491,1
0.072924,0.085770,1
0.043293,0.058465,1
0.076959,0.141646,1
0.105553,0.081554,1
0.158949,0.096523,1
0.069505,0.100385,1
0.099867,0.113328,1
0.119196,0.092434,1
0.087050,0.072633,1
0.135345,0.063498,1
0.117975,0.039282,1
0.140603,0.095982,1
0.143271,0.152440,1
0.127310,0.056316,1
0.040170,0.094658,1
0.074144,0.106003,1
0.091648,0.083007,1
0.169513,0.143624,1
0.127263,0.117269,1
0.086584,0.033343,1
0.102110,0.180206,1
0.105662,0.095974,1
0.084861,0.116566,1
0.074660,0.142965,1
0.076064,0.122926,1
0.893220,0.976433,2
0.888120,0.866651,2
0.846568,0.933581,2
0.865395,0.977210,2
0.937694,0.913407,2
0.899996,0.864675,2
0.900873,0.894220,2
0.905309,0.936191,2
0.897518,0.880599,2
0.977766,0.869098,2
0.979035,0.870346,2
0.894302,0.868440,2
0.938039,0.855299,2
0.917583,0.918543,2
0.939465,0.877285,2
0.962551,0.902906,2
0.887469,0.966255,2
0.888199,0.857686,2
0.894841,0.894640,2
0.841380,0.904978,2
0.966365,0.976680,2
0.961692,0.943121,2
0.970878,0.983226,2
0.873351,0.886883,2
0.961441,0.966836,2
0.906448,0.975693,2
0.973871,0.967189,2
0.817309,0.918828,2
0.919338,0.915302,2
0.873093,0.917074,2
0.818456,0.901780,2
0.914332,0.898300,2
0.938059,0.954310,2
0.826510,0.814956,2
1.000000,0.908975,2
0.884634,1.000000,2
0.855444,0.934384,2
0.832624,0.929183,2
0.884735,0.960194,2
0.898352,0.908594,2
0.940546,0.954573,2
0.934550,0.918728,2
0.916568,0.919132,2
0.942954,0.909796,2
0.885564,0.884174,2
0.855474,0.876412,2
0.877781,0.881572,2
0.881764,0.887848,2
0.962975,0.906408,2
0.941340,0.913209,2
0.941674,0.897213,2
0.866890,0.949382,2
0.925996,0.885834,2
0.916478,0.899883,2
0.930337,0.862454,2
0.865666,0.838568,2
0.887302,0.900410,2
0.937853,0.873351,2
0.945614,0.925426,2
0.987804,0.989522,2
0.854334,0.927386,2
0.994954,0.943494,2
0.968714,0.929473,2
0.907846,0.872347,2
0.884435,0.935931,2
0.961418,0.980001,2
0.922009,0.837646,2
0.936540,0.929734,2
0.937675,0.938837,2
0.872581,0.851405,2
0.907962,0.904292,2
0.914326,0.895021,2
0.962862,0.856986,2
0.958932,0.887883,2
0.891339,0.939840,2
0.860913,0.899481,2
0.935036,0.926995,2
0.912742,0.915619,2
0.911660,0.865433,2
0.903093,0.910858,2
0.931252,0.881691,2
0.836959,0.927071,2
0.918582,0.856819,2
0.888621,0.902836,2
0.958110,0.862293,2
0.938096,0.919428,2
0.878095,0.883086,2
0.917799,0.898268,2
0.945749,0.871648,2
0.921646,0.886920,2
0.857342,0.907183,2
0.937029,0.861733,2
0.902177,0.939164,2
0.912752,0.901079,2
0.945365,0.868073,2
0.898664,0.893773,2
0.881198,0.985952,2
0.899184,0.882755,2
0.946774,0.915485,2
0.910714,0.854848,2
0.132344,0.869344,3
0.106455,0.904706,3
0.133545,0.967722,3
0.102904,0.940364,3
0.142854,0.936183,3
0.134785,0.904987,3
0.147641,0.898077,3
0.123580,0.928151,3
0.063154,0.964195,3
0.103977,0.911367,3
0.132412,0.924007,3
0.083233,0.974207,3
0.100127,0.870946,3
0.132231,0.986605,3
0.078891,0.957893,3
0.125634,0.894526,3
0.093473,0.917068,3
0.118213,0.924706,3
0.071927,0.932561,3
0.097970,0.859640,3
0.104382,0.864018,3
0.079165,0.915783,3
0.091180,0.919439,3
0.080693,0.880257,3
0.117561,0.907899,3
0.171111,0.876819,3
0.042627,0.915562,3
0.042414,0.915529,3
0.094991,0.921732,3
0.155218,0.902711,3
0.112704,0.891117,3
0.002363,0.952918,3
0.135772,0.912826,3
0.059887,0.919826,3
0.090469,0.899886,3
0.145227,0.903826,3
0.142207,0.959145,3
0.087472,0.923070,3
0.109286,0.902119,3
0.092383,0.897517,3
0.142246,0.914231,3
0.056340,0.903319,3
0.133894,0.912805,3
0.126729,0.918775,3
0.125932,0.840097,3
0.066125,0.945642,3
0.087158,0.891934,3
0.074058,0.907945,3
0.123474,0.966747,3
0.074965,0.868097,3
0.057776,0.898748,3
0.093062,0.881734,3
0.068981,0.874759,3
0.096164,0.934860,3
0.058238,0.930670,3
0.063100,0.860512,3
0.148199,0.882686,3
0.088771,0.916528,3
0.002567,0.894512,3
0.127718,0.911677,3
0.097150,0.884522,3
0.124328,0.954148,3
0.080102,0.958219,3
0.149151,0.867025,3
0.043713,0.938936,3
0.085533,0.841774,3
0.003239,0.865981,3
0.102045,0.931611,3
0.109822,0.921793,3
0.133265,0.922933,3
0.102604,0.873667,3
0.124507,0.860660,3
0.122252,0.919806,3
0.108376,0.904303,3
0.104628,0.873536,3
0.197457,0.892261,3
0.092050,0.874320,3
0.145385,0.839032,3
0.126816,0.920165,3
0.130457,0.935899,3
0.094307,0.889307,3
0.059054,0.865185,3
0.082785,0.970558,3
0.065496,0.907556,3
0.108525,0.968353,3
0.103647,0.907915,3
0.112290,0.879398,3
0.139947,0.889339,3
0.034496,0.955791,3
0.047287,0.959043,3
0.154052,0.875273,3
0.095433,0.898599,3
0.137322,0.864286,3
0.017505,0.908428,3
0.175787,0.955710,3
0.080565,0.946618,3
0.111518,0.924505,3
0.113001,0.943175,3
0.120998,0.892217,3
0.108380,0.919460,3
0.954234,0.067905,4
0.902592,0.146224,4
0.909870,0.100672,4
0.934033,0.145789,4
0.897105,0.061980,4
0.912135,0.077688,4
0.892144,0.095896,4
0.903649,0.070631,4
0.926973,0.113141,4
0.940832,0.075463,4
0.924591,0.085459,4
0.904559,0.114458,4
0.919184,0.070893,4
0.939948,0.089889,4
0.883942,0.114159,4
0.915037,0.095893,4
0.839992,0.100750,4
0.841649,0.134617,4
0.895591,0.175812,4
0.964920,0.136622,4
0.876646,0.104710,4
0.888672,0.113692,4
0.919934,0.113540,4
0.895400,0.103343,4
0.897878,0.030291,4
0.913285,0.136191,4
0.932431,0.121816,4
0.868715,0.047367,4
0.897489,0.128998,4
0.921748,0.083815,4
0.886352,0.132249,4
0.955819,0.058943,4
0.811404,0.084100,4
0.934720,0.140555,4
0.935620,0.089960,4
0.946093,0.108730,4
0.889501,0.058277,4
0.918862,0.128530,4
0.885273,0.115133,4
0.919442,0.118088,4
0.946336,0.083154,4
0.933618,0.069185,4
0.900812,0.091651,4
0.879261,0.129065,4
0.965043,0.075102,4
0.889795,0.100288,4
0.889840,0.083855,4
0.820017,0.120639,4
0.977279,0.129583,4
0.952067,0.121318,4
0.917915,0.158323,4
0.842900,0.090868,4
0.892052,0.083451,4
0.912996,0.110389,4
0.927324,0.079840,4
0.879470,0.028059,4
0.922954,0.104685,4
0.928120,0.118952,4
0.907787,0.152216,4
0.957237,0.116783,4
0.957326,0.095655,4
0.899181,0.023373,4
0.879104,0.119990,4
0.867011,0.084254,4
0.861426,0.121200,4
0.958347,0.023454,4
0.943975,0.114357,4
0.942151,0.069192,4
0.894489,0.061053,4
0.903173,0.129073,4
0.962169,0.075780,4
0.899373,0.075703,4
0.920341,0.028764,4
0.919601,0.124725,4
0.935967,0.099128,4
0.889479,0.160819,4
0.899288,0.000000,4
0.906725,0.097483,4
0.868189,0.086798,4
0.922265,0.118633,4
0.893318,0.145696,4
0.956188,0.079256,4
0.891270,0.096132,4
0.971546,0.084863,4
0.892206,0.161721,4
0.825930,0.157179,4
0.915482,0.113697,4
0.880268,0.032775,4
0.948473,0.082607,4
0.890072,0.166211,4
0.922964,0.104410,4
0.913440,0.116558,4
0.948086,0.147082,4
0.921345,0.107239,4
0.940770,0.111414,4
0.885254,0.150884,4
0.948954,0.079319,4
0.969898,0.078139,4
0.909222,0.058707,4
0.922922,0.169903,4
