-19.273006,-18.236898
-20.106840,-20.714056
-21.396553,-22.397873
-19.971451,-19.914267
-23.340874,-21.380371
-19.132172,-18.845669
-19.825857,-18.732992
-18.611925,-19.220081
-19.958902,-16.204123
-21.068361,-22.118330
-19.520510,-21.824116
-21.678938,-21.415003
-21.750048,-20.632618
-20.564772,-20.280151
-18.975658,-18.872900
-16.006287,-16.797953
-19.279976,-16.516487
-19.447382,-18.647667
-21.705660,-22.273428
-19.209906,-16.161621
-19.562599,-19.214075
-19.115738,-22.547071
-20.283031,-22.401785
-21.603394,-16.701429
-22.389591,-17.534647
-19.605412,-19.394312
-17.305689,-17.704512
-18.952147,-20.056532
-23.052507,-16.953863
-21.923649,-23.568487
-19.966436,-20.191952
-25.147478,-18.163622
-18.848207,-22.246685
-21.912220,-22.403208
-19.410757,-14.029658
-19.047741,-21.918800
-21.389719,-20.069874
-17.924042,-18.316652
-19.461767,-20.500753
-17.816269,-23.197550
-22.613705,-16.335192
-15.709062,-20.107651
-20.028360,-21.324610
-17.025904,-21.811384
-19.428827,-16.538258
-20.802187,-18.521439
-18.092472,-21.301010
-17.482042,-22.077326
-21.518637,-19.828821
-18.999596,-20.153322
-21.729403,-22.822535
-18.776991,-18.484190
-22.726309,-18.634342
-18.528240,-16.513433
-23.814222,-20.539841
-21.117804,-17.554611
-17.261354,-20.112684
-21.835781,-19.977228
-25.218142,-20.793831
-24.074823,-17.421249
-23.143126,-19.197224
-19.928205,-18.193130
-21.780348,-21.620838
-20.777828,-21.257767
-19.079102,-18.288647
-20.104469,-21.746962
-17.221464,-21.210709
-20.988316,-18.124233
-19.801889,-20.821211
-19.534725,-21.476622
-20.071125,-19.528416
-21.366579,-22.389223
-18.766144,-19.697027
-17.102060,-20.577639
-22.400558,-20.497776
-21.581104,-20.731348
-23.058916,-22.082314
-21.379889,-17.966867
-19.953770,-20.939945
-17.290646,-20.199318
-21.751616,-20.008287
-20.237337,-19.367878
-19.273304,-20.401630
-20.876577,-21.381332
-18.467884,-21.833281
-19.334244,-23.031387
-18.205667,-20.226101
-18.072586,-17.432817
-18.868662,-22.188620
-23.214687,-20.291599
-21.520283,-19.730303
-20.647257,-20.868069
-16.763781,-17.868982
-18.870966,-19.172895
-20.899836,-23.325205
-20.125490,-16.059044
-19.948315,-20.226505
-20.985746,-19.207691
-21.494516,-17.901596
-21.424480,-18.893015
19.330572,23.334923
19.076242,17.903366
17.003876,21.214775
17.942818,23.373343
21.548704,20.216637
19.668539,17.805559
19.712284,19.267340
19.933546,21.343885
19.544945,18.593451
23.547274,18.024418
23.610558,18.086166
19.384541,17.991869
21.565889,17.341721
20.545673,20.470755
21.637041,18.429468
22.788446,19.697090
19.043758,22.831326
19.080158,17.459772
19.411463,19.288116
16.745100,19.799587
22.978640,23.347134
22.745605,21.686769
23.203720,23.670969
18.339638,18.904366
22.733065,22.860090
19.990347,23.298260
23.352987,22.877542
15.544602,20.484856
20.633209,20.310406
18.326778,20.398083
15.601773,19.641373
20.383541,19.469198
21.566906,22.240324
16.003460,15.345694
24.656172,19.997345
18.902374,24.500895
17.446514,21.254473
16.308392,20.997145
18.907425,22.531479
19.586567,19.978498
21.690933,22.253351
21.391872,20.479921
20.495062,20.499895
21.811054,20.037962
18.948772,18.770332
17.448023,18.386272
18.560572,18.641565
18.759224,18.952091
22.809591,19.870365
21.730530,20.206852
21.747211,19.415422
18.017395,21.996534
20.965275,18.852463
20.490568,19.547546
21.181803,17.695719
17.956367,16.513939
19.035412,19.573578
21.556646,18.234833
21.943691,20.811291
24.047928,23.982468
17.391184,20.908258
24.404493,21.705217
23.095797,21.011501
20.060051,18.185169
18.892435,21.331051
22.731911,23.511448
20.766430,16.468306
21.491127,21.024410
21.547754,21.474819
18.301228,17.149063
20.065823,19.765661
20.383244,19.306993
22.803959,17.425144
22.607939,18.953796
19.236757,21.524412
17.719286,19.527645
21.416143,20.888899
20.304241,20.326063
20.250257,17.843079
19.823011,20.090540
21.227425,18.647474
16.524626,20.892656
20.595514,17.416897
19.101223,19.693617
22.566935,17.687717
21.568768,20.514551
18.576241,18.716507
20.556465,19.467607
21.950426,18.150581
20.748312,18.906170
17.541225,19.908701
21.515520,17.660028
19.777306,21.490993
20.304722,19.606697
21.931269,17.973715
19.602133,19.245253
18.731007,23.805851
19.628065,18.700085
22.001547,20.319427
20.203075,17.319389
-18.617575,18.036608
-19.908792,19.786131
-18.557667,22.903929
-20.085892,21.550373
-18.093384,21.343485
-18.495819,19.800041
-17.854652,19.458189
-19.054684,20.946098
-22.068365,22.729412
-20.032385,20.115705
-18.614168,20.741056
-21.066965,23.224758
-20.224363,18.115860
-18.623226,23.838165
-21.283504,22.417614
-18.952240,19.282459
-20.556253,20.397758
-19.322325,20.775684
-21.630856,21.164314
-20.331942,17.556469
-20.012146,17.773069
-21.269850,20.334177
-20.670612,20.515076
-21.193626,18.576504
-19.354887,19.944120
-16.684109,18.406416
-23.092144,20.323269
-23.102770,20.321615
-20.480539,20.628531
-17.476730,19.687429
-19.597099,19.113819
-25.100286,22.171484
-18.446600,20.187904
-22.231340,20.534206
-20.706060,19.547676
-17.975063,19.742628
-18.125648,22.479574
-20.855534,20.694702
-19.767572,19.658159
-20.610622,19.430464
-18.123713,20.257381
-22.408209,19.717518
-18.540260,20.186836
-18.897629,20.482231
-18.937368,16.589590
-21.920227,21.811504
-20.871193,19.154253
-21.524530,19.946390
-19.059942,22.855661
-21.479326,17.974886
-22.336599,19.491373
-20.576731,18.649609
-21.777765,18.304485
